CPC3-code,CPC3-title,CPC3-title-ZH,ilcd_code,ilcd_category
24429,Other non-animal milk,其他非动物奶,6.11,Materials production: Food and renewable raw materials
2449,Other non-alcoholic caloric beverages,其他不含酒精的高热量饮料,6.11,Materials production: Food and renewable raw materials
24491,Non-alcoholic wine,无酒精葡萄酒,6.11,Materials production: Food and renewable raw materials
24492,Non-alcoholic beer ,无酒精啤酒,6.11,Materials production: Food and renewable raw materials
24499,"Other non-alcoholic caloric beverages, n.e.c.",其他非酒精高热量饮料，不另作规定。,6.11,Materials production: Food and renewable raw materials
25,Tobacco products,烟草制品,6.11,Materials production: Food and renewable raw materials
250,Tobacco products,烟草制品,6.11,Materials production: Food and renewable raw materials
2501,Cured stemmed/stripped tobacco leaves,带梗/去梗的烤烟叶,6.11,Materials production: Food and renewable raw materials
25010,Cured stemmed/stripped tobacco leaves,带梗/去梗的烤烟叶,6.11,Materials production: Food and renewable raw materials
2502,"Cigars, cheroots, cigarillos and cigarettes of tobacco or tobacco substitutes",雪茄烟、截头雪茄烟、小雪茄烟及烟草或烟草代用品制造的纸烟,6.11,Materials production: Food and renewable raw materials
25020,"Cigars, cheroots, cigarillos and cigarettes of tobacco or tobacco substitutes",雪茄烟、截头雪茄烟、小雪茄烟及烟草或烟草代用品制造的纸烟,6.11,Materials production: Food and renewable raw materials
2509,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences",其他加工烟和加工烟草代用品；“均质的”或“复原的”烟草；烟草提取物和烟草精,6.11,Materials production: Food and renewable raw materials
25091,Manufactured tobacco,人造烟草,6.11,Materials production: Food and renewable raw materials
25092,Products containing tobacco,含烟草的产品,6.11,Materials production: Food and renewable raw materials
26,Yarn and thread; woven and tufted textile fabrics,纱和线；机织织物和簇绒织物,6.11,Materials production: Food and renewable raw materials
261,Natural textile fibres prepared for spinning,纺织用的天然纺织纤维,6.11,Materials production: Food and renewable raw materials
2611,Raw silk (not thrown),生丝（未捻的）,6.11,Materials production: Food and renewable raw materials
26110,Raw silk (not thrown),生丝（未捻的）,6.11,Materials production: Food and renewable raw materials
2613,"Wool, degreased or carbonized, not carded or combed",脱脂的或炭化的、未粗梳和精梳的羊毛,6.11,Materials production: Food and renewable raw materials
26130,"Wool, degreased or carbonized, not carded or combed",脱脂的或炭化的、未粗梳和精梳的羊毛,6.11,Materials production: Food and renewable raw materials
2614,Noils of wool or of fine animal hair,羊毛或动物细毛的落毛,6.11,Materials production: Food and renewable raw materials
26140,Noils of wool or of fine animal hair,羊毛或动物细毛的落毛,6.11,Materials production: Food and renewable raw materials
2615,"Wool and fine or coarse animal hair, carded or combed",粗梳或精梳的羊毛和动物细毛或粗毛,6.11,Materials production: Food and renewable raw materials
26150,"Wool and fine or coarse animal hair, carded or combed",粗梳或精梳的羊毛和动物细毛或粗毛,6.11,Materials production: Food and renewable raw materials
2616,"Cotton, carded or combed",精梳或粗梳的皮棉,6.11,Materials production: Food and renewable raw materials
26160,"Cotton, carded or combed",精梳或粗梳的皮棉,6.11,Materials production: Food and renewable raw materials
2617,"Jute and other textile bast fibres (except flax, true hemp and ramie), processed but not spun; tow and waste of these fibres",加工过但未纺过的黄麻及其他纺织用韧皮纤维（亚麻、大麻和苎麻除外），此类纤维的落纤和下脚料,6.11,Materials production: Food and renewable raw materials
26170,"Jute and other textile bast fibres (except flax, true hemp and ramie), processed but not spun; tow and waste of these fibres",加工过但未纺过的黄麻及其他纺织用韧皮纤维（亚麻、大麻和苎麻除外），此类纤维的落纤和下脚料,6.11,Materials production: Food and renewable raw materials
2619,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres",其他植物纺织纤维，已加工但未纺丝；这些纤维的丝束和废料,6.11,Materials production: Food and renewable raw materials
26190,"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres",其他植物纺织纤维，已加工但未纺丝；这些纤维的丝束和废料,6.11,Materials production: Food and renewable raw materials
262,Man-made textile staple fibres processed for spinning,纺前加工的人造纺织纤维,7.7,"Systems: Textiles, furnitures and other interiors"
2621,"Synthetic staple fibres, carded, combed or otherwise processed for spinning",合成短纤维，经梳理、精梳或其他加工后用于纺纱,7.7,"Systems: Textiles, furnitures and other interiors"
26210,"Synthetic staple fibres, carded, combed or otherwise processed for spinning",合成短纤维，经梳理、精梳或其他加工后用于纺纱,7.7,"Systems: Textiles, furnitures and other interiors"
2622,"Artificial staple fibres, carded, combed or otherwise processed for spinning",粗梳、精梳或用别的方法纺前加工的人造纺织纤维,7.7,"Systems: Textiles, furnitures and other interiors"
26220,"Artificial staple fibres, carded, combed or otherwise processed for spinning",粗梳、精梳或用别的方法纺前加工的人造纺织纤维,7.7,"Systems: Textiles, furnitures and other interiors"
263,Textile yarn and thread of natural fibres,纺织用天然纤维纱及线,7.7,"Systems: Textiles, furnitures and other interiors"
2631,Silk yarn and yarn spun from silk waste; silk-worm gut,丝线及废丝纺成的线；蚕胶丝,7.7,"Systems: Textiles, furnitures and other interiors"
26310,Silk yarn and yarn spun from silk waste; silk-worm gut,丝线及废丝纺成的线；蚕胶丝,7.7,"Systems: Textiles, furnitures and other interiors"
2632,"Yarn of wool, containing 85% or more by weight of wool, not put up for retail sale",含羊毛重量达85%或85%以上的羊毛纱，不供零售,7.7,"Systems: Textiles, furnitures and other interiors"
26320,"Yarn of wool, containing 85% or more by weight of wool, not put up for retail sale",含羊毛重量达85%或85%以上的羊毛纱，不供零售,7.7,"Systems: Textiles, furnitures and other interiors"
2633,"Yarn of wool, containing less than 85% by weight of wool, not put up for retail sale",非供零售的羊毛纱线，按重量计羊毛含量低于 85,7.7,"Systems: Textiles, furnitures and other interiors"
26330,"Yarn of wool, containing less than 85% by weight of wool, not put up for retail sale",非供零售的羊毛纱线，按重量计羊毛含量低于 85,7.7,"Systems: Textiles, furnitures and other interiors"
2634,"Yarn of wool, not put up for retail sale; yarn of fine or coarse animal hair or of horse hair (including gimped horsehair yarn), whether or not put up for retail sale",非供零售的羊毛纱线；细或粗动物毛或马毛纱线（包括轧花马毛纱），不论是否供零售,7.7,"Systems: Textiles, furnitures and other interiors"
26340,"Yarn of wool, not put up for retail sale; yarn of fine or coarse animal hair or of horse hair (including gimped horsehair yarn), whether or not put up for retail sale",非供零售的羊毛纱线；细或粗动物毛或马毛纱线（包括轧花马毛纱），不论是否供零售,7.7,"Systems: Textiles, furnitures and other interiors"
2635,Cotton sewing thread,缝纫用棉线,6.11,Materials production: Food and renewable raw materials
26350,Cotton sewing thread,缝纫用棉线,6.11,Materials production: Food and renewable raw materials
2636,"Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton",含棉重量达85%或85%以上的棉纱（缝纫线除外）,6.11,Materials production: Food and renewable raw materials
26360,"Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton",含棉重量达85%或85%以上的棉纱（缝纫线除外）,6.11,Materials production: Food and renewable raw materials
2637,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton",含棉重量少于85%的棉纱（缝纫线除外）,7.7,"Systems: Textiles, furnitures and other interiors"
26370,"Cotton yarn (other than sewing thread), containing less than 85% by weight of cotton",含棉重量少于85%的棉纱（缝纫线除外）,7.7,"Systems: Textiles, furnitures and other interiors"
2638,"Yarn of vegetable textile fibres other than cotton (including flax, jute, coir and true hemp); paper yarn",植物纺织用纤维纱（包括亚麻、黄麻、椰皮纤维和大麻），皮棉除外；纸纱,7.7,"Systems: Textiles, furnitures and other interiors"
26380,"Yarn of vegetable textile fibres other than cotton (including flax, jute, coir and true hemp); paper yarn",植物纺织用纤维纱（包括亚麻、黄麻、椰皮纤维和大麻），皮棉除外；纸纱,7.7,"Systems: Textiles, furnitures and other interiors"
264,Textile yarn and thread of man-made filaments or staple fibres,纺织用人造长丝或短纤维纱及线,7.7,"Systems: Textiles, furnitures and other interiors"
2641,Sewing thread of man-made filaments or staple fibres,人造长丝或短纤维制成的缝纫线,7.7,"Systems: Textiles, furnitures and other interiors"
